"TotalReviewers","NameOfReviewer","FrequentVisitorIn"
"11","José","Jamaica Plain"
"11","Katja","East Boston"
"11","Ricky","nan"
"11","Hillary","Jamaica Plain"
"11","Felicia","South Boston"
"11","Michal","East Boston"
"11","Lou","North End"
"11","Elliot","Jamaica Plain"
"11","Marla","South End"
"11","Lili","Dorchester"
"11","Phoebe","Dorchester"
"11","Guido","South End"
"11","Darcy","Jamaica Plain"
"11","Helena","Jamaica Plain"
"11","Lillian","Mission Hill"
"11","Daisy","Back Bay"
"11","Isabella","Mission Hill"
"11","May","East Boston"
"11","Serena","South End"
"11","Karim","Jamaica Plain"
"11","Karyn","East Boston"
"11","Leanne","Fenway/Kenmore"
"11","Vladimir","West End"
"11","Lucia","Mattapan"
"11","Cat","Beacon Hill"
"11","Ting","South Boston"
"11","Jie","Allston-Brighton"
"11","Johan","nan"
"11","Amélie","nan"
"11","Qi","South Boston"
"11","Aurélie","Jamaica Plain"
"11","Cyril","East Boston"
"11","Tomas","nan"
"11","Hui","nan"
"11","Delphine","nan"
"11","Rhonda","Dorchester"
"11","Angelica","East Boston"
"11","Rebekah","Downtown Crossing"
"11","Hong","East Boston"
"11","Christie","South End"
"11","Lexi","South Boston"
"11","Cornelia","South Boston"
"11","Madeline","Back Bay"
"11","Rosemary","North End"
"11","Nic","Jamaica Plain"
"10","Guilherme","Dorchester"
"10","Peng","Allston-Brighton"
"10","Libby","East Boston"
"10","Nikita","East Boston"
"10","Hayley","Beacon Hill"
"10","Devin","nan"
"10","Kelvin","Jamaica Plain"
"10","Maurice","Roxbury"
"10","Dora","Allston-Brighton"
"10","Yannick","Dorchester"
"10","Louisa","Dorchester"
"10","Paulo","nan"
"10","Wang","South Boston"
"10","Anastasia","East Boston"
"10","Hope","East Boston"
"10","Selina","Roxbury"
"10","Erick","nan"
"10","Devon","Beacon Hill"
"10","Georgina","Jamaica Plain"
"10","M","Charlestown"
"10","Fernanda","East Boston"
"10","Jackson","Fenway/Kenmore"
"10","Mohamed","Mission Hill"
"10","Magdalena","Dorchester"
"10","Gerald","Back Bay"
"10","Alfonso","South Boston"
"10","Antonia","Jamaica Plain"
"10","Katerina","Fenway/Kenmore"
"10","Fabrice","Roxbury"
"10","Raquel","South End"
"10","Xi","South Boston"
"10","Stan","nan"
"10","Cécile","Jamaica Plain"
"10","Arielle","nan"
"10","Therese","South Boston"
"10","Kali","Jamaica Plain"
"10","Preston","East Boston"
"10","Marcelo","Jamaica Plain"
"10","Mauro","Dorchester"
"10","Marius","Mission Hill"
"10","Carsten","Back Bay"
"10","Desiree","South Boston"
"10","Tiago","Roslindale"
"10","Toby","Beacon Hill"
"10","Jacky","nan"
"10","Allyson","Back Bay"
"10","Deanna","Beacon Hill"
"10","Pilar","Fenway/Kenmore"
"10","Autumn","Dorchester"
"10","Loren","East Boston"
"10","Yolanda","East Boston"
"10","Katharine","nan"
"10","Matteo","nan"
"10","Ke","Fenway/Kenmore"
"10","Lu","East Boston"
"10","Micah","nan"
"10","Ekaterina","East Boston"
"10","Dina","Jamaica Plain"
"10","Geraldine","East Boston"
"10","Celeste","nan"
"10","Jeannie","Roslindale"
"10","Zhang","nan"
"10","Claudio","Charlestown"
"10","Clint","nan"
"10","Stephane","Downtown Crossing"
"10","Alvaro","Roxbury"
"10","Clément","nan"
"10","Jasmin","Jamaica Plain"
"10","Andrei","Hyde Park"
"10","Andi","South End"
"10","Renata","South End"
"10","Lynette","South Boston"
"10","Corinna","West Roxbury"
"10","Randi","Back Bay"
"10","Mai","East Boston"
"10","Norman","nan"
"10","Juliane","Dorchester"
"10","Robbie","East Boston"
"10","Agnes","Fenway/Kenmore"
"9","Mercedes","Allston-Brighton"
"9","Maddie","Allston-Brighton"
"9","Aj","Dorchester"
"9","Mason","nan"
"9","Cristian","South Boston"
"9","Anaïs","Dorchester"
"9","Juan Carlos","Dorchester"
"9","Trisha","Jamaica Plain"
"9","Patrice","Back Bay"
"9","Benny","Allston-Brighton"
"9","Hidefusa","Allston-Brighton"
"9","Veronika","Jamaica Plain"
"9","Suzy","nan"
"9","Abdullah","nan"
"9","Enrico","Dorchester"
"9","Aidan","South Boston"
"9","Winnie","South Boston"
"9","Ling","Charlestown"
"9","Cheri","Dorchester"
"9","María","East Boston"
"9","Josephine","Beacon Hill"
"9","Jun","South Boston"
"9","Danilo","Jamaica Plain"
"9","Claude","Dorchester"
"9","Ahmed","Jamaica Plain"
"9","Jeffery","Dorchester"
"9","Alyson","East Boston"
"9","Marsha","nan"
"9","Sébastien","Dorchester"
"9","Renaud","nan"
"9","Arianna","Dorchester"
"9","Marty","Back Bay"
"9","Brock","nan"
"9","Leandro","South Boston"
"9","Esteban","East Boston"
"9","Krystal","East Boston"
"9","Long","nan"
"9","Mauricio","Fenway/Kenmore"
"9","Lyn","Jamaica Plain"
"9","Lei","Beacon Hill"
"9","Gregg","Jamaica Plain"
"9","Ana Maria","South End"
"9","Emmanuelle","South End"
"9","Catalina","South Boston"
"9","Sun","Allston-Brighton"
"9","Duane","Jamaica Plain"
"9","Belinda","Beacon Hill"
"9","Amit","nan"
"9","Qing","East Boston"
"9","Aleksandra","Roslindale"
"9","Liza","South Boston"
"9","Alisa","East Boston"
"9","Tanja","Jamaica Plain"
"9","Clement","Dorchester"
"9","Art","Allston-Brighton"
"9","Chelsey","nan"
"9","Wade","North End"
"9","Xu","Dorchester"
"9","Timo","nan"
"9","Gigi","Jamaica Plain"
"9","Susanna","Jamaica Plain"
"9","Wolfgang","Fenway/Kenmore"
"9","Zac","East Boston"
"9","Sandrine","Jamaica Plain"
"9","Sheryl","North End"
"9","Peg","Beacon Hill"
"9","Beatrice","Dorchester"
"9","Liliana","Jamaica Plain"
"9","Arnaud","South Boston"
"9","Jean-Philippe","Dorchester"
"9","Jude","Jamaica Plain"
"9","Federica","Jamaica Plain"
"9","Ash","Dorchester"
"9","Tessa","South End"
"9","Lewis","East Boston"
"9","Ralf","South End"
"9","Alexia","South Boston"
"9","Kimberley","South End"
"9","Ivy","Dorchester"
"9","Geneviève","East Boston"
"9","Elliott","Roxbury"
"9","Myra","Downtown Crossing"
"9","Clayton","South Boston"
"9","Camila","Dorchester"
"9","Wilson","Mission Hill"
"9","Ginger","Roxbury"
"9","Mariano","Fenway/Kenmore"
"9","Zhen","Dorchester"
"9","Luc","Dorchester"
"9","Rui","Dorchester"
"9","Roxanne","Allston-Brighton"
"9","Sandeep","South End"
"9","Marshall","nan"
"9","Mudit","Allston-Brighton"
"9","Hank","South End"
"9","Lyndsey","Allston-Brighton"
"9","Yao","Fenway/Kenmore"
"9","Roland","nan"
"9","Fan","nan"
"9","Gustavo","South Boston"
"8","Carson","South Boston"
"8","Olaf","South Boston"
"8","Katya","Back Bay"
"8","Pieter","South Boston"
"8","Mariah","nan"
"8","Mary Ann","nan"
"8","Fang","East Boston"
"8","Cris","nan"
"8","Mo","nan"
"8","Pascale","Jamaica Plain"
"8","Lauri","Roslindale"
"8","Franco","East Boston"
"8","Ying","Roxbury"
"8","Priya","nan"
"8","Mayra","Jamaica Plain"
"8","Franck","Roslindale"
"8","Anke","nan"
"8","Ned","Allston-Brighton"
"8","Inna","South End"
"8","Kristian","East Boston"
"8","Magali","Mattapan"
"8","Jia","Roslindale"
"8","Manon","South End"
"8","Katrin","Allston-Brighton"
"8","Valérie","Dorchester"
"8","Margo","Back Bay"
"8","Mikhail","Jamaica Plain"
"8","Valentin","Roxbury"
"8","Kendall","South Boston"
"8","Eliza","nan"
"8","Yousef","West End"
"8","Margie","North End"
"8","Oleg","Dorchester"
"8","Nigel","Fenway/Kenmore"
"8","Florencia","West Roxbury"
"8","Ciara","nan"
"8","Lior","Dorchester"
"8","Veronique","Jamaica Plain"
"8","Rowan","Back Bay"
"8","Leticia","Fenway/Kenmore"
"8","Niels","Dorchester"
"8","Matthieu","Fenway/Kenmore"
"8","Dorothy","South End"
"8","Frédéric","East Boston"
"8","Frederic","South End"
"8","Edna","Jamaica Plain"
"8","Sonya","East Boston"
"8","Meaghan","East Boston"
"8","Yael","Allston-Brighton"
"8","Alvin","North End"
"8","Bjorn","South Boston"
"8","Clifford","Jamaica Plain"
"8","Cate","Theater District"
"8","Kelley","Jamaica Plain"
"8","Keri","Beacon Hill"
"8","Marine","nan"
"8","HongHao","Allston-Brighton"
"8","Micaela","Jamaica Plain"
"8","Bernhard","East Boston"
"8","Yves","Jamaica Plain"
"8","Anne Marie","Dorchester"
"8","Raj","Allston-Brighton"
"8","Jeanine","Jamaica Plain"
"8","Serge","Charlestown"
"8","Cary","Jamaica Plain"
"8","Jean-Baptiste","Mission Hill"
"8","Didier","Dorchester"
"8","Glen","nan"
"8","Di","Jamaica Plain"
"8","René","Fenway/Kenmore"
"8","Jean-François","Jamaica Plain"
"8","Ariane","Dorchester"
"8","Larissa","Allston-Brighton"
"8","Josie","Jamaica Plain"
"8","Brandi","nan"
"8","Jc","East Boston"
"8","Beate","South End"
"8","Darwin","nan"
"8","Siobhan","North End"
"8","Tonya","South End"
"8","Gilles","Dorchester"
"8","Miki","Back Bay"
"8","Luciana","Fenway/Kenmore"
"8","Mathias","Mission Hill"
"8","C","Roxbury"
"8","Ronjon","East Boston"
"8","Laure","Jamaica Plain"
"8","Kieran","Jamaica Plain"
"8","Flora","Beacon Hill"
"8","Ramona","South Boston"
"8","Maryam","Allston-Brighton"
"8","Mohit","Back Bay"
"8","Sheri","South End"
"8","Lan","East Boston"
"8","Aurore","Jamaica Plain"
"8","Mireille","South End"
"8","Tian","Roslindale"
"8","Judi","nan"
"8","Cheng","West Roxbury"
"8","Zheng","South End"
"8","Ilya","Roslindale"
"8","Henrik","South Boston"
"8","Sameer","Jamaica Plain"
"8","Kelli","Jamaica Plain"
"8","Marek","Jamaica Plain"
"8","Helene","Mission Hill"
"8","Massimo","Dorchester"
"8","Katia","Dorchester"
"8","Vivien","West Roxbury"
"8","Agathe","Beacon Hill"
"7","Ran","South End"
"7","Theo","nan"
"7","Curt","Dorchester"
"7","Milena","Back Bay"
"7","Claudine","nan"
"7","Mina","East Boston"
"7","Shanna","Jamaica Plain"
"7","Chloé","Downtown Crossing"
"7","Lorna","South Boston"
"7","Phyllis","nan"
"7","Fabienne","Beacon Hill"
"7","Alanna","Beacon Hill"
"7","Meng","nan"
"7","Vi","South Boston"
"7","Tao","nan"
"7","Simona","East Boston"
"7","Enrique","Jamaica Plain"
"7","Corina","Allston-Brighton"
"7","Sushith","Dorchester"
"7","Ella","Dorchester"
"7","Gabriele","Jamaica Plain"
"7","Rachelle","Jamaica Plain"
"7","Avery","Jamaica Plain"
"7","Shuang","Allston-Brighton"
"7","Vikas","East Boston"
"7","Yasmin","South End"
"7","Mehdi","South End"
"7","Joelle","nan"
"7","Samir","South Boston"
"7","Mary Beth","East Boston"
"7","Hélène","nan"
"7","Mustafa","Mattapan"
"7","Rong","West Roxbury"
"7","Nils","Beacon Hill"
"7","Ina","Dorchester"
"7","Niki","Back Bay"
"7","Emanuel","Fenway/Kenmore"
"7","Cassidy","South End"
"7","Yun","East Boston"
"7","Philippa","Dorchester"
"7","Carey","Jamaica Plain"
"7","Eline","Dorchester"
"7","Mikaela","Dorchester"
"7","Murray","Roslindale"
"7","Angelika","North End"
"7","Tj","Mission Hill"
"7","Sabina","South End"
"7","Mathew","nan"
"7","Alisha","Dorchester"
"7","Alexandria","nan"
"7","Hector","Mattapan"
"7","Penelope","Beacon Hill"
"7","Axel","Jamaica Plain"
"7","Aditya","Beacon Hill"
"7","Ariana","Mission Hill"
"7","Graeme","Jamaica Plain"
"7","Mariko","Beacon Hill"
"7","Ankur","Back Bay"
"7","Thorsten","Jamaica Plain"
"7","Rod","Dorchester"
"7","Kareem","Dorchester"
"7","Bing","Jamaica Plain"
"7","Estelle","North End"
"7","Juan Manuel","Beacon Hill"
"7","Kira","Mission Hill"
"7","Francine","Jamaica Plain"
"7","Melvin","Roxbury"
"7","Rochelle","South Boston"
"7","Elias","Dorchester"
"7","Candy","East Boston"
"7","Harvey","East Boston"
"7","Viviane","East Boston"
"7","Giselle","Downtown Crossing"
"7","Nicolás","Jamaica Plain"
"7","Kasey","East Boston"
"7","Dywayne","Mission Hill"
"7","Terra","Beacon Hill"
"7","Ilaria","nan"
"7","Inge","nan"
"7","Oren","Fenway/Kenmore"
"7","Billie","Jamaica Plain"
"7","Valentine","nan"
"7","Ruby","nan"
"7","Elisabetta","East Boston"
"7","Faith","North End"
"7","Georg","North End"
"7","Anne-Laure","nan"
"7","Anders","Jamaica Plain"
"7","Trent","South Boston"
"7","Rona","Jamaica Plain"
"7","Gil","Jamaica Plain"
"7","Alfredo","South End"
"7","Kitty","nan"
"7","Elyse","South End"
"7","Vijay","Dorchester"
"7","Magda","Jamaica Plain"
"7","Juliet","East Boston"
"7","Abhishek","East Boston"
"7","Marjorie","Mission Hill"
"7","Fabrizio","East Boston"
"7","Josefina","Fenway/Kenmore"
"7","Emil","Dorchester"
"7","Annemarie","Jamaica Plain"
"7","Nico","Dorchester"
"7","Gareth","Dorchester"
"7","Jakob","Allston-Brighton"
"7","Manfred","Jamaica Plain"
"7","Leanna","Dorchester"
"7","Carissa","Dorchester"
"7","Gisele","South Boston"
"7","Jean-Pierre","nan"
"7","Angelina","Dorchester"
"7","Saskia","Dorchester"
"7","Chang","nan"
"7","Maarten","Roxbury"
"7","Rene","Dorchester"
"7","Amelie","nan"
"7","Astrid","Beacon Hill"
"7","Svetlana","Back Bay"
"7","Kristie","Jamaica Plain"
"7","Joachim","Dorchester"
"7","Feng","Jamaica Plain"
"7","Klaus","East Boston"
"7","Bowen","South End"
"7","Trey","South Boston"
"7","Giorgio","Dorchester"
"6","Joan M","Jamaica Plain"
"6","Gregor","Dorchester"
"6","Hazel","East Boston"
"6","Elle","East Boston"
"6","Julianne","Charlestown"
"6","Sascha","South Boston"
"6","Yvette","Allston-Brighton"
"6","Dena","South End"
"6","Jürgen","Beacon Hill"
"6","Seb","East Boston"
"6","Marlon","Mission Hill"
"6","Britt","South End"
"6","Ari","Allston-Brighton"
"6","Daria","South Boston"
"6","Shana","South End"
"6","Saurabh","Roslindale"
"6","M.H.","nan"
"6","Bella","Jamaica Plain"
"6","Kyra","East Boston"
"6","Imogen","South End"
"6","Levi","Charlestown"
"6","Rae","Beacon Hill"
"6","Jd","Dorchester"
"6","Ami","nan"
"6","Tan","Beacon Hill"
"6","Rex","Jamaica Plain"
"6","Clay","Beacon Hill"
"6","Jordi","Dorchester"
"6","Margarita","Jamaica Plain"
"6","Nat","Downtown Crossing"
"6","Rocky","Jamaica Plain"
"6","Céline","South Boston"
"6","Adele","Charlestown"
"6","Herb","Beacon Hill"
"6","Agnieszka","East Boston"
"6","Yann","South End"
"6","Christin","Dorchester"
"6","Mareike","Jamaica Plain"
"6","Hannes","South Boston"
"6","Nikhil","Beacon Hill"
"6","Declan","East Boston"
"6","Tori","Downtown Crossing"
"6","Giacomo","nan"
"6","An","Roxbury"
"6","Lois","Roxbury"
"6","Priyanka","Roxbury"
"6","Emilia","South End"
"6","Carlie","South End"
"6","Lydie","Fenway/Kenmore"
"6","Aida","South Boston"
"6","Ernesto","Charlestown"
"6","Yulia","Beacon Hill"
"6","Lamar","Hyde Park"
"6","Damon","Dorchester"
"6","Noelia","Mission Hill"
"6","Nikola","Mission Hill"
"6","Yiwen","Allston-Brighton"
"6","Vlad","East Boston"
"6","Marie-Claude","East Boston"
"6","Derrick","Mattapan"
"6","Silke","East Boston"
"6","Rahul","Fenway/Kenmore"
"6","Christelle","East Boston"
"6","Marybeth","nan"
"6","Delia","Dorchester"
"6","Fei","Dorchester"
"6","Maura","Jamaica Plain"
"6","Jaye","South End"
"6","Sadie","nan"
"6","Nabil","East Boston"
"6","Sandiya","nan"
"6","Norbert","West Roxbury"
"6","Nikolas","East Boston"
"6","Ya","Roxbury"
"6","Nisha","Back Bay"
"6","Shari","Dorchester"
"6","Harish","Roslindale"
"6","Adeline","Allston-Brighton"
"6","Byron","East Boston"
"6","Marianna","North End"
"6","Julius","Back Bay"
"6","Noemi","Dorchester"
"6","Nicki","Jamaica Plain"
"6","Jaimie","Beacon Hill"
"6","Tamas","nan"
"6","Susana","East Boston"
"6","Amie","East Boston"
"6","Gianluca","East Boston"
"6","Le","Roxbury"
"6","Bennett","Beacon Hill"
"6","Sherri","Allston-Brighton"
"6","Janette","Back Bay"
"6","Eleonora","South End"
"6","Morten","Back Bay"
"6","Alix","North End"
"6","Jonathon","South End"
"6","Cliff","East Boston"
"6","Maja","South End"
"6","Yoshihiro","Roslindale"
"6","Roderick","East Boston"
"6","Joann","nan"
"6","Silvana","nan"
"6","Jessi","Dorchester"
"6","Noelle","Back Bay"
"6","Ibraheem","Roxbury"
"6","Bertrand","South Boston"
"6","Kunal","Allston-Brighton"
"6","Viki","Jamaica Plain"
"6","Susannah","Roslindale"
"6","Lidia","South Boston"
"6","Nan","Fenway/Kenmore"
"6","Rhys","East Boston"
"6","Edgar","Mission Hill"
"6","Rohan","Beacon Hill"
"6","Rehan","nan"
"6","Debora","North End"
"6","Qian","West Roxbury"
"6","Mohammad","West End"
"6","Annabel","South End"
"6","Clarissa","nan"
"6","Shen","North End"
"6","Aurelie","Dorchester"
"6","Livia","nan"
"6","Scarlett","Jamaica Plain"
"6","Baptiste","Jamaica Plain"
"6","Mollie","Downtown Crossing"
"6","Candace","Fenway/Kenmore"
"6","Britta","Dorchester"
"6","Amandine","Jamaica Plain"
"6","Cherie","Charlestown"
"6","Marko","Allston-Brighton"
"6","Ashish","South Boston"
"6","Sachin","South End"
"6","Josée","Dorchester"
"6","Cedric","South Boston"
"6","Heath","Jamaica Plain"
"6","Perry","East Boston"
"6","Bernd","South End"
"6","Darin","Jamaica Plain"
"6","Aubrey","East Boston"
"6","Iryna","South End"
"6","Dominika","East Boston"
"6","Sinead","East Boston"
"6","Song","West Roxbury"
"6","Kun","Jamaica Plain"
"6","Carley","Roslindale"
"6","Angelo","Back Bay"
"6","Alma","Mission Hill"
"6","Georgia","Beacon Hill"
"6","Rana","North End"
"6","Wanda","nan"
"6","Teri","Jamaica Plain"
"6","Ronny","Dorchester"
"6","Karan","Beacon Hill"
"6","Beatriz","Downtown Crossing"
"6","Dayana","North End"
"6","Augusto","South End"
"6","Léa","East Boston"
"6","Luigi","Jamaica Plain"
"6","Marcella","North End"
"6","Leila","South End"
"6","JoAnn","Beacon Hill"
"6","Jules","Jamaica Plain"
"6","Sai","East Boston"
"6","Geola","Jamaica Plain"
"6","Lizzy","Jamaica Plain"
"6","Denny","South Boston"
"6","Alena","Dorchester"
"6","Landon","South Boston"
"6","Ginny","Allston-Brighton"
"6","Mitch","Mission Hill"
"6","Jeannette","East Boston"
"6","Arjun","nan"
"6","Reginald","South End"
"6","Tanner","South End"
"6","Ally","North End"
"6","Sunshine","Roxbury"
"6","Trudy","Mission Hill"
"6","Eve","Fenway/Kenmore"
"6","Niklas","Jamaica Plain"
"6","Remi","Dorchester"
"6","Elina","Roxbury"
